3	230.58625228412257
5	291.0134959901137
7	-434.579415650559
9	-6338.80252134957
11	687.1841315460273
13	1064.496321325713
15	1012.341764493205
17	1036.1941065570652
19	1084.4084152058817
21	1141.8441325377783
23	1201.5990209195363
25	1260.0752319201988
27	1315.305780047466
29	1366.5339889192642
31	1413.2000616705413
33	1455.3265180340554
35	1493.0677924099525
37	1526.686902985077
39	1556.497905435711
41	1582.8371831260054
43	1606.040441292839
45	1626.4316900911683
47	1644.3142787567012
49	1659.9704833479732
51	1673.657069733887
53	1685.6022316559963
55	1696.0954224661966
57	1705.514077452542
59	1714.1303286796829
61	664.1658184413483
63	539.3140301904887
65	478.5698802869992
67	439.76074578084496
69	411.9687287706664
71	390.7607568722063
73	373.93415421113
75	360.2187316459926
77	348.8197672727605
79	339.17893793799345
81	330.93433681126567
83	323.8412098330249
85	317.68304568890306
