3	231.51311299019068
5	292.9224141169916
7	402.51483424447713
9	432.10332239642975
11	530.506320876613
13	976.5871173055356
15	953.197478973097
17	1063.437229126578
19	1105.6979565956633
21	1176.4576249390075
23	1116.0120459814561
25	1198.279357487501
27	1214.4844713654475
29	1494.1115887843441
31	1364.3301284375093
33	1557.071885157466
35	1314.7675289837161
37	1382.3101794835077
39	1406.0219657886294
41	1382.0589754549471
43	1696.083643441829
45	1522.8313928808718
47	1708.6572305196821
49	1810.8490818043472
51	1764.878298389472
53	1107.1150507248067
55	831.4152829673458
57	680.9565631328652
59	586.8237654252114
61	522.7314892644205
63	476.47826863803806
65	441.63265575126
67	414.4859778421129
69	392.75236748836306
71	374.9490070201798
73	360.07420364161635
75	347.428824861818
77	336.51184580748014
79	326.95591962831196
81	318.4867743592051
83	310.8963523828989
85	304.0245613273731
