3	218.9205613497177
5	320.0038397647023
7	428.7991009815896
9	539.3484620862243
11	647.9477231602893
13	752.4133256355469
15	851.4462783688542
17	944.2850948116998
19	1030.5216756598566
21	1109.9973146961268
23	1182.7364359573926
25	1248.8995385212538
27	1308.7480001972096
29	1362.6148058975461
31	1410.8806214031374
33	1453.9542669804641
35	1492.2559743334386
37	1526.2059010385906
39	1556.2124961271293
41	1582.6672712041193
43	1605.939040117672
45	1626.3703743851215
47	1644.2771330231872
49	1659.9475929625185
51	1673.6430564724665
53	1685.598574151324
55	1696.0245900201778
57	1705.1086239807635
59	1713.0179465435974
61	1719.899090384026
63	1725.8824563195303
65	1731.0829103870444
67	1735.6005377967824
69	1739.5236371424248
71	1742.9291557571821
73	1745.8848118193084
75	1748.4491385370372
77	1750.6738470868047
79	1752.6030969877472
81	1754.276008638483
83	1755.726485895169
85	1756.984115683918
