3	122.3067409999137
5	193.38406775109635
7	188.57346794487083
9	235.40868319172702
11	228.29320807401237
13	213.05529859690574
15	231.76374061519846
17	229.18948887792158
19	248.21330765332058
21	230.60950459259158
23	236.5273304806388
25	209.23367436373493
27	240.19543097430585
29	235.34981033971022
31	237.3681458644807
33	230.2603059183566
35	231.44918416578366
37	239.41083821763118
39	256.6104188881995
41	252.1695885490894
43	236.6332132734408
45	222.9162804576569
47	210.62624132103372
49	199.4459522898986
51	272.1937410040416
53	252.7041136610237
55	234.80544153547723
57	218.0996229946322
59	202.3138110801598
61	265.8653826666679
63	237.36435982898124
65	211.78306446789855
67	265.7870117318288
69	226.0523167624643
71	193.76147238980244
73	221.6358432517342
75	250.66836237295564
77	198.95982533176593
79	210.43119739221908
81	216.8017700254119
83	217.0171954453321
85	211.05418953365785
